seqid,log_likelihood
1171,-1.2256453995852126
1172,-1.244275279880799
1173,-1.2374370614277947
1174,-1.2306256638359778
1175,-1.276571214813547
1176,-1.2202798115838434
1177,-1.228310968458038
1178,-1.2163740335051547
1179,-1.245586906511759
1180,-1.2547233030968106
1181,-1.243824673682144
1182,-1.234020744402384
1183,-1.2577014411847616
1184,-1.274604404095522
1185,-1.2875630486871779
1186,-1.2759598407548727
1187,-1.2735150524021424
1188,-1.2765023143021101
1189,-1.2759135138128221
1190,-1.2807286842582153
1191,-1.2683910881121134
1192,-1.2796006350173164
1193,-1.2791793665935083
1194,-1.272959365058191
1195,-1.2679632127899485
1196,-1.2641972020729302
1197,-1.255954545797761
1198,-1.2662280367821763
1199,-1.2724187005426466
1200,-1.2807135041227047
1201,-1.273163942946601
1202,-1.246823183040029
1203,-1.2580893605025774
1204,-1.2481102697628061
1205,-1.2456372447849549
1206,-1.260769637589602
1207,-1.2549152177633698
1208,-1.2642622485603254
1209,-1.23708579466515
1210,-1.2457914844001692
1211,-1.2496835767608327
1212,-1.2222216104723744
1213,-1.285805456417123
1214,-1.2367793604270698
1215,-1.2391917435164304
1216,-1.2406745202762564
1217,-1.2506801959165592
1218,-1.260409482975596
1219,-1.2681872181056701
1220,-1.2592787595139336
1221,-1.2100984239086663
1222,-1.2369207008597778
1223,-1.248143854829454
1224,-1.2108528687781894
1225,-1.2460550524524807
1226,-1.2510720479119684
1227,-1.2435253969172841
1228,-1.24514243529015
1229,-1.2018590710826755
1230,-1.2376556396484375
1231,-1.2102503825708764
1232,-1.233423606636598
1233,-1.258888952510873
1234,-1.2077797171995812
1235,-1.2167481097978414
1236,-1.205698622870691
1237,-1.2293104977951836
1238,-1.2486005960051547
1239,-1.2433763484364933
1240,-1.2146203739126933
1241,-1.2363355184338756
1242,-1.2148541322688466
1243,-1.2164839911706669
1244,-1.2242285345018524
1245,-1.221417063290311
1246,-1.2137123973099226
1247,-1.21858246793452
1248,-1.2066669267477448
1249,-1.2254767663700064
1250,-1.2275359163579254
1251,-1.2088645856405043
1252,-1.2546490541438466
1253,-1.213230565651176
1254,-1.2082283570594394
1255,-1.1990531056197649
1256,-1.2113800048828125
1257,-1.2320559786767076
1258,-1.2218689279457957
1259,-1.276715465427674
1260,-1.291697079373389
1261,-1.2683317833340044
1262,-1.2812933381070797
1263,-1.2804668465840447
1264,-1.2843856024987919
1265,-1.2965235759302514
1266,-1.2791177808623952
1267,-1.2760167072728736
1268,-1.2897402576564514
1269,-1.2636229524907379
1270,-1.2946045079182105
1271,-1.2787030406833924
1272,-1.2760749895548082
1273,-1.2698351673244201
1274,-1.2909613540492106
1275,-1.301990548359979
1276,-1.2824721188889336
1277,-1.2756100684097134
1278,-1.1933307451071198
1279,-1.2078637191929769
1280,-1.2015898399746294
1281,-1.1986707707041317
1282,-1.1954727959387081
1283,-1.2108665544962145
1284,-1.2069513379913015
1285,-1.180042306172479
1286,-1.1908213821883054
1287,-1.1944931659501852
1288,-1.2055229894893686
1289,-1.215650971402827
1290,-1.1954635934731395
1291,-1.193049951926949
1292,-1.1995030825900048
1293,-1.179028697849549
1294,-1.1748797229884826
1295,-1.200247381151337
1296,-1.1929546238220845
1297,-1.2603427847636115
1298,-1.2581596767779477
1299,-1.2643734646826674
1300,-1.2573270502778673
1301,-1.254443611066366
1302,-1.2676650371748148
1303,-1.2621831992237837
1304,-1.2610657682123871
1305,-1.2295654926103414
1306,-1.2431021621546794
1307,-1.2559333093387564
1308,-1.2830115249476481
1309,-1.255907825587951
1310,-1.2593034567292203
1311,-1.2686034527021586
1312,-1.2415878453205542
1313,-1.21556775594495
1314,-1.2627670445393042
1315,-1.2502160613069828
1316,-1.257190193097616
1317,-1.2595291924230831
1318,-1.2621806036565721
1319,-1.2500462482884986
1320,-1.2611507140484053
1321,-1.2527084350585938
1322,-1.2865471594112436
1323,-1.2557771033847456
1324,-1.2644256119875563
1325,-1.2628344506332554
1326,-1.2531849969293654
1327,-1.2772267135148196
1328,-1.2526515685405928
1329,-1.256021479970401
1330,-1.2225941923475756
1331,-1.2645780425710775
1332,-1.2716607949168413
1333,-1.2630840183533345
1334,-1.253017700824541
1335,-1.2281424925499356
1336,-1.2506101942553962
1337,-1.2186193564503462
1338,-1.2489957514497423
1339,-1.2534262273729462
1340,-1.2389519288367832
1341,-1.2508930324279155
1342,-1.23004150390625
1343,-1.2271080410357602
1344,-1.2333764145054769
1345,-1.20222630451635
1346,-1.2750204813849066
1347,-1.2222050932264819
1348,-1.2299084220964884
1349,-1.2229939883517236
1350,-1.2342464800962467
1351,-1.2506215990204173
1352,-1.2501192387846327
1353,-1.244265684147471
1354,-1.237605694643001
1355,-1.2313175791317654
1356,-1.2366490314916236
1357,-1.2366347165451836
1358,-1.1959947409089078
1359,-1.2438590452843106
1360,-1.2119975925720845
1361,-1.2375890987435567
1362,-1.2185187585575064
1363,-1.2120100984868316
1364,-1.2237762765786082
1365,-1.2096836837296634
1366,-1.2807272684942816
1367,-1.2272530781854059
1368,-1.2125905616996215
1369,-1.236123468458038
1370,-1.2306273942141188
1371,-1.2424398205943943
1372,-1.2255008343568783
1373,-1.2432949420103092
1374,-1.207540453094797
1375,-1.2165662627859213
1376,-1.242720535121013
1377,-1.2782303328366624
1378,-1.2517925144470845
1379,-1.2539922969857442
1380,-1.2741592249919458
1381,-1.274859870831991
1382,-1.2734983778491462
1383,-1.2563911516641832
1384,-1.292880815329011
1385,-1.2475744817674774
1386,-1.2655505937399323
1387,-1.2321528011990577
1388,-1.2459476117006283
1389,-1.256554043170103
1390,-1.2716910765343106
1391,-1.2744735245852126
1392,-1.2467913283515222
1393,-1.2491565193097616
1394,-1.2545289501701433
1395,-1.252410967325427
1396,-1.2000059147471005
1397,-1.276595125493315
1398,-1.2235945868737919
1399,-1.249502752245087
1400,-1.2296927540572649
1401,-1.238845510581105
1402,-1.237968208863563
1403,-1.2525159698171713
1404,-1.2915026477931701
1405,-1.2469855239710856
1406,-1.2312419144148679
1407,-1.2566292359656894
1408,-1.259092429249557
1409,-1.2439992059137404
1410,-1.2265801970491703
1411,-1.2256383994190962
1412,-1.2205681555049936
1413,-1.2376059306036566
1414,-1.234596488402062
1415,-1.2348698881483569
1416,-1.2512262875271827
1417,-1.2059569997885793
1418,-1.2581285299714078
1419,-1.2428668307274888
1420,-1.2296540565097456
1421,-1.2077392892739207
1422,-1.2608312233207153
1423,-1.2161396459205864
1424,-1.1963927278813629
1425,-1.2267854041659956
1426,-1.2258694049009342
1427,-1.2424558659189755
1428,-1.244834663941688
1429,-1.234387584568299
1430,-1.261718120771585
1431,-1.2585057524061694
1432,-1.2794250802895457
1433,-1.2611289270145376
1434,-1.2552018313063789
1435,-1.2830823131443299
1436,-1.2695111933442735
1437,-1.2292195742892236
1438,-1.2661230342904317
1439,-1.2362172234918654
1440,-1.2633574180996294
1441,-1.27883974055654
1442,-1.2547030104804284
1443,-1.2600171590588756
1444,-1.273089222072326
1445,-1.2546957743536566
1446,-1.2429367537351
1447,-1.2758876367942573
1448,-1.2664617164847778
1449,-1.2458452834296472
1450,-1.2593679526417525
1451,-1.2525597011920102
1452,-1.2584996174291236
1453,-1.2712776734656894
1454,-1.2548342046049452
1455,-1.269527553283062
1456,-1.2715987372644169
1457,-1.2560704811332153
1458,-1.2654090960001207
1459,-1.2759599194084246
1460,-1.2578049492590206
1461,-1.2626122543492269
1462,-1.253397597480066
1463,-1.2451388958803158
1464,-1.2673337484143443
1465,-1.27274928142115
1466,-1.2763236134322649
1467,-1.2696391626731636
1468,-1.1961619583601804
1469,-1.2402770052251129
1470,-1.2021446621295102
1471,-1.223492179949259
1472,-1.2044677734375
1473,-1.2244092017104946
1474,-1.2168228306721167
1475,-1.2108881842229784
1476,-1.2088041010591173
1477,-1.2180629612244283
1478,-1.2016752577319587
1479,-1.227129749416076
1480,-1.2058943915612919
1481,-1.2203493413236952
1482,-1.1999417334487759
1483,-1.2043748835927433
1484,-1.2114544111428802
1485,-1.2351770302684038
1486,-1.2209633109495812
1487,-1.2091173781562097
1488,-1.233006428197487
1489,-1.2139534704464
1490,-1.2266565696480347
1491,-1.1997765609898519
1492,-1.2210410993123793
1493,-1.236916925489288
1494,-1.210105188114127
1495,-1.2226420923606636
1496,-1.2283365308623952
1497,-1.1917093021353495
1498,-1.2260720164505476
1499,-1.213810871556862
1500,-1.2175379487657056
1501,-1.208130512040915
1502,-1.2158958199097938
1503,-1.232578710182426
1504,-1.2324337516863322
1505,-1.2242362425499356
1506,-1.2515625314614207
1507,-1.2694011570252095
1508,-1.2615010369684279
1509,-1.2638666211944265
1510,-1.2692558052613563
1511,-1.2451385812661082
1512,-1.2758634115002818
1513,-1.269501833571601
1514,-1.25781839901639
1515,-1.2532608189533667
1516,-1.2633735420777625
1517,-1.2973466066970039
1518,-1.2675133144732602
1519,-1.2677753881080864
1520,-1.2617657061704655
1521,-1.274031648930815
1522,-1.2710495781652706
1523,-1.2406008218981557
1524,-1.2036573272390463
1525,-1.206057754988523
1526,-1.2155012936936211
1527,-1.2048075567815721
1528,-1.2091467159310567
1529,-1.2192863385701918
1530,-1.1974572250523519
1531,-1.2050023029759986
1532,-1.2120114355972134
1533,-1.1940133006302351
1534,-1.2101593017578125
1535,-1.2124709296472294
1536,-1.1911276591192816
1537,-1.2363131021715932
1538,-1.2003834517960696
1539,-1.1978067614368557
1540,-1.1992454922076352
1541,-1.208444025098663
1542,-1.226488251047036
1543,-1.2166510513148356
1544,-1.286654600163096
1545,-1.3053843704695554
1546,-1.2863576830047923
1547,-1.3068040670807828
1548,-1.3081705938909471
1549,-1.2999892087326836
1550,-1.332345392286163
1551,-1.3056428260409956
1552,-1.3099947270658827
1553,-1.3148967310325386
1554,-1.2847106776286645
1555,-1.27658143977529
1556,-1.299359587049976
1557,-1.2974916438466495
1558,-1.2766434974277143
1559,-1.307025948750604
1560,-1.3365039628805573
1561,-1.3060658248429446
1562,-1.3074809595481636
1563,-1.2201393363402062
1564,-1.2370022645930654
1565,-1.2507170844323856
1566,-1.2331485551657135
1567,-1.236845822678399
1568,-1.2470508064191366
1569,-1.215916112526176
1570,-1.2604530570433312
1571,-1.232615126776941
1572,-1.2326191381080864
1573,-1.2387828237002658
1574,-1.260236602468589
1575,-1.2495971365073293
1576,-1.2544999270095039
1577,-1.227865789354462
1578,-1.2150078213091977
1579,-1.2208709716796875
1580,-1.232902290894813
1581,-1.232987394037935
1582,-1.2106512797247504
1583,-1.2313200960454254
1584,-1.2518549653672681
1585,-1.245330731893323
1586,-1.2342721211541559
1587,-1.24652099609375
1588,-1.2398671415663256
1589,-1.235017048943903
1590,-1.2505668561483168
1591,-1.253270178726039
1592,-1.2457563262624838
1593,-1.2358662713434279
1594,-1.2714230252295424
1595,-1.242750502124275
1596,-1.243854011456991
1597,-1.2202839015685405
1598,-1.220380645437339
1599,-1.251531148694225
1600,-1.2412789728223663
1601,-1.2216107083350112
1602,-1.2289908497603899
1603,-1.256211900219475
1604,-1.2462800016108246
1605,-1.2056654310718025
1606,-1.245826957152062
1607,-1.2436160058090366
1608,-1.2440953205541236
1609,-1.2055840246456186
1610,-1.2125247286767076
1611,-1.243575105962065
1612,-1.2737422038599389
1613,-1.2364408355398275
1614,-1.244976633602811
1615,-1.2360765122875725
1616,-1.22242768277827
1617,-1.1953129719213111
1618,-1.2176641090629028
1619,-1.2057034993909068
1620,-1.256312419458763
1621,-1.2576791035760309
1622,-1.2633890368274807
1623,-1.2586377330662049
1624,-1.236953420737355
1625,-1.260192320518887
1626,-1.289048814281975
1627,-1.2611098928549855
1628,-1.2733074856787612
1629,-1.261616421729019
1630,-1.2581747782599066
1631,-1.2833594882611148
1632,-1.2589024809217944
1633,-1.2620726123298567
1634,-1.2137890058694427
1635,-1.2533638551063144
1636,-1.2684453590629028
1637,-1.2582910282095683
1638,-1.2551330094484938
1639,-1.2301231462930895
1640,-1.2460191864328287
1641,-1.2462955750140947
1642,-1.2374970740878706
1643,-1.2191774034008538
1644,-1.237170583194064
1645,-1.229674191819024
1646,-1.2488632202148438
1647,-1.2235038206749356
1648,-1.2353397644672197
1649,-1.2361036477629672
1650,-1.2377224951675259
1651,-1.2826778765806217
1652,-1.2293860052049774
1653,-1.2145677546864933
1654,-1.2299442881161404
1655,-1.2285131080863403
1656,-1.2444973975112759
1657,-1.2160531270135309
1658,-1.2352285483448775
1659,-1.2236293517437178
1660,-1.2045870122221327
1661,-1.218157030872463
1662,-1.2554756243204332
1663,-1.2371675157055413
1664,-1.2408566032488322
1665,-1.252450923329776
1666,-1.2314992688365818
1667,-1.234021452284351
1668,-1.2402147116120328
1669,-1.2475554476079254
1670,-1.2263879677684038
1671,-1.2271988072346167
1672,-1.2333226154759986
1673,-1.2498744689312178
1674,-1.2475576499073775
1675,-1.2606184654629107
1676,-1.2512020622332072
1677,-1.2044096484626692
1678,-1.2064702928680735
1679,-1.2151350041025692
1680,-1.2164721931378866
1681,-1.2254683504399566
1682,-1.2186455480831186
1683,-1.230270700356395
1684,-1.2133679734062903
1685,-1.2287640915703528
1686,-1.2383783084830058
1687,-1.2123177911817413
1688,-1.2216433495590366
1689,-1.257438423707313
1690,-1.2184811621597134
1691,-1.22393798828125
1692,-1.1899099448292525
1693,-1.2078789779820394
1694,-1.227817967994926
1695,-1.2238646831709086
1696,-1.2108140139235664
1697,-1.2132835781451352
1698,-1.2159436412693299
1699,-1.218759517079776
1700,-1.2427006357723904
1701,-1.2318296137544298
1702,-1.2373756330037855
1703,-1.2158789093961422
1704,-1.2177229419197004
1705,-1.2219726719807105
1706,-1.2272323136477126
1707,-1.265794419750725
1708,-1.215766513470522
1709,-1.2080026213655766
1710,-1.2120874149283183
1711,-1.2128310056076836
1712,-1.2060649911152947
1713,-1.2369855900400692
1714,-1.2391034942312338
1715,-1.1879196953527706
1716,-1.2190531307889014
1717,-1.1875070788196682
1718,-1.1950383137181861
1719,-1.1986618828527706
1720,-1.214746219595683
1721,-1.195557269853415
1722,-1.2036865863603414
1723,-1.1998687429526418
1724,-1.1991522090951192
1725,-1.207071284657901
1726,-1.2352130535951595
1727,-1.199214502708199
1728,-1.2033998155102288
1729,-1.1917824499385874
1730,-1.2020095353274
1731,-1.203006547750886
1732,-1.2026401008527303
1733,-1.1972988167988885
1734,-1.2071806917485504
1735,-1.2246943208360181
1736,-1.2073710333440721
1737,-1.2009142846176304
1738,-1.2058407498389174
1739,-1.236042062031854
1740,-1.213079078910277
1741,-1.202893994518162
1742,-1.2045124486549614
1743,-1.2091783346589078
1744,-1.2092197064271908
1745,-1.2552122922287774
1746,-1.1996219281068783
1747,-1.200874564573937
1748,-1.2076750293220442
1749,-1.203740778657579
1750,-1.2039924700235582
1751,-1.2157314339863885
1752,-1.205558540894813
1753,-1.2369422519329898
1754,-1.2401686992841898
1755,-1.2206336739137
1756,-1.2305779211299936
1757,-1.2510398786092543
1758,-1.2391858445000403
1759,-1.2603294136597938
1760,-1.2711903680231154
1761,-1.2411786895437338
1762,-1.244672637624839
1763,-1.222665845733328
1764,-1.2885105093729865
1765,-1.245204021021263
1766,-1.2608246164223582
1767,-1.2370051747744846
1768,-1.2520253289606154
1769,-1.2553617339773275
1770,-1.2500939123409311
1771,-1.2335628234234053
1772,-1.2156434993153995
1773,-1.2371336946782379
1774,-1.248887130894612
1775,-1.2477824417586179
1776,-1.266421524519773
1777,-1.2340254636154961
1778,-1.2579850658927996
1779,-1.2901812681217784
1780,-1.2593585142155284
1781,-1.2743489373590529
1782,-1.261233457584971
1783,-1.2493653444899726
1784,-1.278064137881564
1785,-1.2496829475324178
1786,-1.2501746108851481
1787,-1.2408816937318783
1788,-1.2822589677633698
1789,-1.264577806610422
1790,-1.2606481965055172
1791,-1.2114403321570957
1792,-1.2277810008255476
1793,-1.230385062620812
1794,-1.2110683795103092
1795,-1.2174519017799614
1796,-1.22073427180654
1797,-1.2204372759946842
1798,-1.22146079466515
1799,-1.2152778389527625
1800,-1.2093790585232764
1801,-1.2222208239368557
1802,-1.2550283215709568
1803,-1.201861194728576
1804,-1.2005139380386196
1805,-1.2122068110200548
1806,-1.2175278811110664
1807,-1.215427280701313
1808,-1.229060694114449
1809,-1.2179312165250484
1810,-1.1970402039203447
1811,-1.22740141878423
1812,-1.2004734314594072
1813,-1.1948310616090125
1814,-1.2063559306036566
1815,-1.2212850039767236
1816,-1.2143669521685727
1817,-1.2015184225495328
1818,-1.2068396499476481
1819,-1.204027313547036
1820,-1.2115347950728899
1821,-1.2040238527907539
1822,-1.2123973099226804
1823,-1.2017609901034956
1824,-1.209397935375725
1825,-1.1976406451353092
1826,-1.197880223854301
1827,-1.2103166088615496
1828,-1.2065509914122905
1829,-1.2502521632872905
1830,-1.2549370834507894
1831,-1.2399951108952159
1832,-1.2457910911324097
1833,-1.24491850862798
1834,-1.251731086023075
1835,-1.2592679839773275
1836,-1.2466396843035197
1837,-1.244573848763692
1838,-1.2545945472324018
1839,-1.2300344250865818
1840,-1.268136486564715
1841,-1.2480598528360582
1842,-1.248134180442574
1843,-1.246312092259987
1844,-1.2537292795082957
1845,-1.2578571752174614
1846,-1.2541428398840206
1847,-1.2454143406189595
1848,-1.263311012504027
1849,-1.2648228910780444
1850,-1.271995308472938
1851,-1.2768808738472535
1852,-1.25911107014135
1853,-1.2755059311070394
1854,-1.26481596956548
1855,-1.274518750377537
1856,-1.2678343782719879
1857,-1.2745927633698453
1858,-1.256718114479301
1859,-1.2828712070111148
1860,-1.2800637471307184
1861,-1.2733179466011597
1862,-1.2668645013238966
1863,-1.262966352639739
1864,-1.2641334140423648
1865,-1.2683337496728013
1866,-1.25675342992409
1867,-1.23275819758779
1868,-1.230928322703568
1869,-1.207655287280525
1870,-1.2230861703145135
1871,-1.2522549973320716
1872,-1.248562055764739
1873,-1.2454947245489691
1874,-1.254831844998389
1875,-1.2400119427553158
1876,-1.2414255043894975
1877,-1.2426598932325226
1878,-1.2760134038236952
1879,-1.2324498756644653
1880,-1.2342552892940561
1881,-1.2226486992590206
1882,-1.2350276671734053
1883,-1.24481201171875
1884,-1.259426942805654
1885,-1.2492612858408505
1886,-1.2233878853394813
1887,-1.2403536137846327
1888,-1.2251914112838274
1889,-1.2238352667425096
1890,-1.1974446404840529
1891,-1.224106700150008
1892,-1.2171682770719234
1893,-1.2269420820413177
1894,-1.2151786568238563
1895,-1.2071363311452963
1896,-1.2203262958329977
1897,-1.214609205108328
1898,-1.2420585081749356
1899,-1.2224706276175903
1900,-1.2156675673022712
1901,-1.218511837044942
1902,-1.2073029980217058
1903,-1.2246700168884908
1904,-1.2133185789757168
1905,-1.1893791906612436
1906,-1.2251044204554606
1907,-1.1790979129751933
1908,-1.183127019823212
1909,-1.195513459825024
1910,-1.2104418253161244
1911,-1.1978021995308472
1912,-1.2129408059660922
1913,-1.1994974981878221
1914,-1.2024956142779477
1915,-1.2085251955641914
1916,-1.2447794491482764
1917,-1.191075275853737
1918,-1.1959478633919942
1919,-1.1911589632329254
1920,-1.1847748117348582
1921,-1.2069884624677836
1922,-1.2132853085232764
1923,-1.1871179796985745
1924,-1.262350023407297
1925,-1.27751254052231
1926,-1.2527773355700307
1927,-1.2565831449842944
1928,-1.2234635500563789
1929,-1.2700998365264577
1930,-1.2368274177472616
1931,-1.2627191445262163
1932,-1.2592307808472938
1933,-1.262487037894652
1934,-1.2620020600938306
1935,-1.2484941777494765
1936,-1.2836143257691688
1937,-1.2554950517477448
1938,-1.256438107834649
1939,-1.2579827062862436
1940,-1.260201208370248
1941,-1.2692752326886678
1942,-1.2459329821399807
1943,-1.2173752145668895
1944,-1.218711617066688
1945,-1.2063381549009342
1946,-1.2000929055754672
1947,-1.2012852147682427
1948,-1.2317016444255395
1949,-1.2007771914767236
1950,-1.231738532941366
1951,-1.1886378809348823
1952,-1.2023654426496053
1953,-1.2006645595904477
1954,-1.2571172812550337
1955,-1.1904358224770457
1956,-1.2000125216454576
1957,-1.208784516324702
1958,-1.2080244870529961
1959,-1.2245541602065884
1960,-1.2031957881966817
1961,-1.1985387113905444
1962,-1.2300806733750806
1963,-1.2392926560234778
1964,-1.239117179949259
1965,-1.2259519911303962
1966,-1.2044860210615336
1967,-1.2424003365113563
1968,-1.2219493118758054
1969,-1.2451838857119846
1970,-1.232083114152102
1971,-1.2334743381775533
1972,-1.2324055150612114
1973,-1.2401975651377255
1974,-1.2738334419801063
1975,-1.2299869969948052
1976,-1.2314053564956509
1977,-1.22642485628423
1978,-1.2295811446671634
1979,-1.2387504970904477
1980,-1.2325616423616703
1981,-1.243346066819024
1982,-1.2410907548727448
1983,-1.2596922412361067
1984,-1.2426156899363725
1985,-1.2608183241382087
1986,-1.2481774398961019
1987,-1.2533663720199741
1988,-1.2653807020678962
1989,-1.2238443905545264
1990,-1.2432630086682506
1991,-1.237430375875886
1992,-1.2411790041579414
1993,-1.26779111881846
1994,-1.2286878762785922
1995,-1.2390832016148519
1996,-1.2385949990184038
1997,-1.2635723782568862
1998,-1.2571139778058553
1999,-1.2530366563305413
2000,-1.181213929481113
2001,-1.2192148424915432
2002,-1.1973736949802674
2003,-1.188442426858489
2004,-1.206750614126933
2005,-1.2069039885530766
2006,-1.2030910216655928
2007,-1.2166393319356072
2008,-1.197755715281693
2009,-1.2347069179888852
2010,-1.1917471344937984
2011,-1.1919417233811211
2012,-1.2076653549351644
2013,-1.2121066063949741
2014,-1.2013159683070231
2015,-1.2121129773326755
2016,-1.21879672020981
2017,-1.217859091217985
2018,-1.210270911147914
2019,-1.2280622659270297
2020,-1.2034024897309923
2021,-1.2182164143041236
2022,-1.20585600862798
2023,-1.1997432118838596
2024,-1.2114151630204977
2025,-1.2067001972001852
2026,-1.2446317377778673
2027,-1.2094327002456509
2028,-1.2028588363804769
2029,-1.2155166311362355
2030,-1.2061039246234697
2031,-1.1998007862838274
2032,-1.196026910211622
2033,-1.1881902635711985
2034,-1.1893081665039062
2035,-1.2207649466917687
2036,-1.2020332887000644
2037,-1.215698871415915
2038,-1.2253227627154477
2039,-1.2143789075084568
2040,-1.2012223705802996
2041,-1.2499630328306217
2042,-1.20326854273216
2043,-1.2171123543965447
2044,-1.2092396844293654
2045,-1.1978637066084086
2046,-1.2366620879812338
2047,-1.2047163186614047
2048,-1.1926086268474145
2049,-1.2279728368385552
2050,-1.244102871295103
2051,-1.2281849654679446
2052,-1.2192193257439996
2053,-1.1930633230307668
2054,-1.227940510228737
2055,-1.1919946572215288
2056,-1.1961888578749194
2057,-1.216056666423365
2058,-1.2037968586400611
2059,-1.2053914807506443
2060,-1.2095539840226321
2061,-1.2112897106052674
2062,-1.2199651187228173
2063,-1.1942374632530606
2064,-1.194928906627537
2065,-1.2016857186543572
2066,-1.2045891358680332
2067,-1.1934659505627818
2068,-1.1944696485381765
2069,-1.2029063431258054
2070,-1.219559659662935
2071,-1.2069889343890947
2072,-1.2059508648115336
2073,-1.231802556932587
2074,-1.2035283354139819
2075,-1.2045900797106557
2076,-1.2209238268665432
2077,-1.2065955879762
2078,-1.21735209042264
2079,-1.2399505143313063
2080,-1.2098914077601481
2081,-1.2271437497483086
2082,-1.2265867252939755
2083,-1.209712077661888
2084,-1.2560516042807668
2085,-1.210733394032901
2086,-1.2122052379490174
2087,-1.206502855438547
2088,-1.229958917676788
2089,-1.2262113905444587
2090,-1.2160388120670909
2091,-1.1999706779558634
2092,-1.2224901336984537
2093,-1.1987590986428802
2094,-1.1972120619311775
2095,-1.2078689103274
2096,-1.2210709876620893
2097,-1.2054788648467702
2098,-1.2017134833581669
2099,-1.1861742157297037
2100,-1.21157899836904
2101,-1.2090104093256684
2102,-1.231563214174251
2103,-1.1984307987173808
2104,-1.1986575569074178
2105,-1.2044396941194828
2106,-1.1919931628040432
2107,-1.1938875336007975
2108,-1.216780121793452
2109,-1.2056822629319024
2110,-1.2328934816970039
2111,-1.2378437002909553
2112,-1.2420718792787533
2113,-1.2474577598965044
2114,-1.242101924935567
2115,-1.2484146590085374
2116,-1.2415342035981798
2117,-1.2536808289203447
2118,-1.2333350427371939
2119,-1.2253509206870168
2120,-1.226242380043895
2121,-1.2699251469877577
2122,-1.2335831160397874
2123,-1.232111980005638
2124,-1.2390026603777384
2125,-1.2498104449399967
2126,-1.25914095849106
2127,-1.266045009966978
2128,-1.2487872408837388
2129,-1.199742268041237
2130,-1.2287198096206509
2131,-1.2139645605972134
2132,-1.2085747473018686
2133,-1.2176403556902384
2134,-1.2071440391933794
2135,-1.2155782168673486
2136,-1.2250381941647874
2137,-1.2008771601411485
2138,-1.2132069695856154
2139,-1.2011588185103899
2140,-1.2548994870529961
2141,-1.200391631765464
2142,-1.2035608979844556
2143,-1.201362845823937
2144,-1.2066024308352126
2145,-1.2187950684852207
2146,-1.2292015626258457
2147,-1.2161256455883538
2148,-1.2263689336088515
2149,-1.2543642496325307
2150,-1.2513076939533667
2151,-1.2530556904900934
2152,-1.24832090397471
2153,-1.2510407437983246
2154,-1.251652747085414
2155,-1.273466837774847
2156,-1.2663397248258297
2157,-1.2732739006121134
2158,-1.2777694230227126
2159,-1.251779615264578
2160,-1.2640605808533345
2161,-1.2688177836310004
2162,-1.2395914608670264
2163,-1.258631676742711
2164,-1.2580802366905606
2165,-1.2526913672378384
2166,-1.2446197824379832
2167,-1.2499900896524645
2168,-1.2607487943983569
2169,-1.2474338492167365
2170,-1.2494163906451352
2171,-1.2494451778451192
2172,-1.2350902754006927
2173,-1.2506475546925337
2174,-1.2365942099659712
2175,-1.2165001151488
2176,-1.231484796583038
2177,-1.2357125823030766
2178,-1.2939948642376773
2179,-1.2482892852468588
2180,-1.2360842989892076
2181,-1.251356537809077
2182,-1.257530605670103
2183,-1.2605197552553158
2184,-1.217303089259826
2185,-1.2083933722112596
2186,-1.2041640134201836
2187,-1.2445867479461985
2188,-1.2105889074581186
2189,-1.237432735482442
2190,-1.2070899255496939
2191,-1.226530881272149
2192,-1.2691527691084086
2193,-1.2344822047911967
2194,-1.2487461050761115
2195,-1.2283260699399967
2196,-1.2220905736549614
2197,-1.2654977385530766
2198,-1.201437566698212
2199,-1.2401389682415835
2200,-1.2163016722374356
2201,-1.2439815875181217
2202,-1.2549336226945071
2203,-1.2388714662532216
2204,-1.2328530537713434
2205,-1.226284223733489
2206,-1.22517426480952
2207,-1.2517729297126692
2208,-1.2267863480086179
2209,-1.2479430523115336
2210,-1.2528326290169942
2211,-1.2402530945453447
2212,-1.215904629107603
2213,-1.1950329652766591
2214,-1.2258333029206265
2215,-1.219751652983046
2216,-1.2312088799230831
2217,-1.266539898115335
2218,-1.2084684076997423
2219,-1.2227264089682668
2220,-1.2147740629530444
2221,-1.2100537486912049
2222,-1.2546278176848422
2223,-1.2452867645578287
2224,-1.253627344505074
2225,-1.2433978208561534
2226,-1.229785958516229
2227,-1.2555055913236952
2228,-1.25743787313245
2229,-1.2531551085796553
2230,-1.226709739449098
2231,-1.2476683154548567
2232,-1.2413423675851725
2233,-1.252266087482885
2234,-1.2106769994362114
2235,-1.2778096936412693
2236,-1.244720380330823
2237,-1.2451003556399
2238,-1.240479616774726
2239,-1.243233434932748
2240,-1.221545032619201
2241,-1.2514071120429284
2242,-1.253863226507128
2243,-1.2219497837971167
2244,-1.222341557138974
2245,-1.2202903511597938
2246,-1.2032557222032056
2247,-1.2363858567070716
2248,-1.233178836783183
2249,-1.2440462407377577
2250,-1.2190323662512081
2251,-1.2284538033082313
2252,-1.2139815497644169
2253,-1.2184125762624838
2254,-1.2497418590427674
2255,-1.2132851512161726
2256,-1.2196521562399323
2257,-1.2170364537189917
2258,-1.1847843288146342
2259,-1.1931045374919458
2260,-1.2472022931600355
2261,-1.236193470119201
2262,-1.234770627365899
2263,-1.2508607058180976
2264,-1.2179629925600033
2265,-1.2379894453225677
2266,-1.2561990010369684
